sample       total_count  b_cell%    cd8_t_cell%  cd4_t_cell%  nk_cell%   monocyte%   
sample09181  99077        9.98       18.32        27.51        24.84      19.35       
sample09182  104757       7.74       18.27        41.75        14.82      17.42       
sample09183  107988       10.14      28.84        32.06        13.94      15.01       
sample09184  94743        6.6        24.56        30.27        13.21      25.36       
sample09185  106505       10.41      25.8         29.33        7.4        27.07       
sample09186  94997        7.94       36.29        19.32        11.15      25.3        
sample09187  95873        7.75       23.25        32.55        20.18      16.27       
sample09188  103331       6.75       30.46        42.12        9.79       10.88       
sample09189  111374       8.83       30.76        22.99        15.29      22.14       
sample09190  98797        11.52      26.87        23.4         17.7       20.51       
sample09191  109573       10.71      17.81        29.34        11.69      30.46       
sample09192  100242       12.29      26.7         34.8         8.62       17.59       
sample09193  93116        7.51       24.89        33.0         14.91      19.69       
sample09194  100822       6.27       22.43        30.73        16.29      24.28       
sample09195  110864       8.76       24.82        41.99        9.3        15.12       
sample09196  104975       9.26       28.41        31.02        10.27      21.03       
sample09197  101693       13.67      15.62        34.04        16.34      20.33       
sample09198  93220        7.49       28.61        29.74        13.63      20.54       
sample09199  109152       15.1       26.71        22.7         17.59      17.9        
sample09200  94536        14.52      22.91        28.69        17.28      16.61       
sample09201  103421       9.88       19.97        30.05        13.31      26.79       
sample09202  97576        10.71      26.53        27.99        16.7       18.07       
sample09203  91384        11.7       18.59        29.92        16.5       23.29       
sample09204  107499       12.41      23.71        34.74        11.39      17.74       
sample09205  101438       4.57       25.77        38.48        12.17      19.01       
sample09206  103053       7.07       33.25        34.17        10.71      14.8        
sample09207  101617       15.94      22.0         24.81        16.2       21.05       
sample09208  106176       18.01      23.96        23.21        13.67      21.15       
sample09209  98852        10.59      21.42        39.36        10.33      18.3        
sample09210  105945       9.79       24.45        29.73        11.0       25.03       
sample09211  112321       9.05       18.5         38.48        17.67      16.3        
sample09212  100746       12.07      14.59        28.27        20.43      24.64       
sample09213  95709        11.71      27.28        20.43        11.76      28.83       
sample09214  98687        8.18       27.99        34.59        11.97      17.28       
sample09215  94756        7.56       19.68        28.86        26.48      17.42       
sample09216  101651       8.91       20.74        31.68        14.44      24.23       
sample09217  102416       12.21      18.72        31.35        13.8       23.91       
